ID HP MP STR INT CST
15580 13064 57809 93060 70566 09210
15581 61640 26507 26932 96540 32036
15582 69553 88382 28546 90718 40872
15583 41718 57678 08195 22547 49384
15584 57717 06570 18338 96409 55709
15585 99943 32107 40767 65251 74561
15586 75262 91416 86288 32546 27849
15587 84814 58443 33553 50998 22812
15588 76259 21177 71162 53677 47600
15589 99373 80100 64300 41212 52278
15590 16992 83405 68991 61803 19487
15591 89393 26609 90015 11954 12878
15592 92260 54254 60033 12772 33606
15593 52677 97735 67985 37111 94636
15594 38494 42645 64028 06711 29836
15595 15104 11814 75712 17979 72556
15596 49404 21176 38724 94594 14108
15597 36949 64991 99995 31552 74481
15598 73641 69645 40528 94093 51911
15599 64690 06905 66141 41739 60128
15600 27453 47954 50415 32275 66664
15601 18476 68732 22255 47897 83154
15602 43858 04258 44126 33028 87703
15603 11957 88372 63246 20747 80424
15604 54263 67726 52985 38216 50084
15605 67736 83124 85482 67332 81857
15606 65756 36376 49037 40225 34459
15607 41182 81514 94902 80567 10545
15608 18860 24594 09205 89918 07366
15609 55434 99658 35593 77092 54334
15610 76953 13041 96236 79613 76997
15611 20192 54170 83875 06764 82351
15612 03152 49033 47627 55863 20133
15613 96047 01259 57303 73975 95619
15614 47345 03299 85787 06687 27058
15615 73664 11695 49240 84165 19654
15616 52974 87605 53730 90772 04323
15617 51978 18409 87873 28328 78582
15618 27105 12715 65022 39407 89085
15619 00123 91052 66524 50549 30915
15620 72728 12345 55146 12350 18149
15621 27961 46064 38966 09471 38275
15622 52045 71081 18819 80024 09055
15623 25008 68848 70502 13006 69865
15624 22066 96083 14991 27848 98878
15625 14548 70428 21989 95693 45517
15626 05305 20051 14499 22008 93706
15627 00048 45500 50258 69397 71802
15628 23067 40044 38820 71118 87329
15629 03580 25131 87487 21078 97165
15630 34363 91847 13096 56004 86283
15631 23981 41122 71587 30580 44945
15632 27732 13971 30484 57731 72262
15633 64792 17363 32882 78237 23940
15634 35432 41123 27713 58319 61470
15635 21113 06932 21885 51028 81144
15636 68008 41238 38437 95354 55083
15637 39490 04257 27934 14450 81549
15638 82407 86660 65259 11797 64188
15639 54418 90150 87286 15194 90048
15640 15073 48505 54561 92882 41869
15641 90115 32984 78385 28664 24786
15642 17142 47270 02686 95182 47264
15643 37769 62453 43003 93384 68094
15644 24901 43970 96172 16588 81247
15645 10565 66027 67906 12107 80569
15646 67498 92813 99266 25827 95020
15647 98998 42862 36442 76591 89590
15648 85057 60998 71826 99974 79698
15649 18520 75737 51024 64312 22214
15650 34110 99581 94341 07425 64802
15651 13092 45488 95572 77377 41166
15652 33673 44860 29574 94536 20479
15653 71671 92955 33089 94939 57705
15654 19622 91711 47853 62434 88458
15655 09987 53243 16103 07418 38978
15656 76213 17133 06458 89603 51821
15657 98391 61569 90220 48945 66116
15658 48653 23969 10221 68583 41518
15659 49009 89133 40407 40763 65105
15660 97513 85793 41351 25382 98435
15661 46286 03863 25111 38351 17430
15662 66591 33340 40455 97681 89873
15663 49600 47796 64127 69372 52165
15664 64863 36197 11022 34986 75991
15665 99765 24742 66999 38573 31938
15666 09861 59901 73511 96773 54098
15667 82845 04086 35992 97193 55042
15668 15971 45811 96230 36785 15253
15669 44878 71740 36774 56685 25440
15670 15160 95613 03757 19586 90667
15671 51692 35089 08490 19440 11521
15672 95739 83290 35909 50415 35917
15673 51496 91968 87214 71467 43068
15674 79281 12747 70393 33798 91382
15675 76942 63368 10987 58573 51412
15676 24293 69549 52552 15024 60221
15677 42590 93534 83241 02111 09644
15678 02113 55014 52380 73694 08394
15679 92304 30175 30492 55858 18259
15680 23715 69827 51790 52438 92864
15681 47274 79462 73905 29718 78979
15682 57116 70107 56528 40023 82278
15683 86696 09800 07147 27449 63915
15684 25777 05802 76719 06728 46578
15685 85324 79506 81462 21550 57755
15686 34096 03062 63527 78773 04883
15687 08641 38702 79338 16070 37095
15688 90031 72069 04363 47647 42423
15689 17213 37302 77598 77375 40812
15690 28210 16591 69842 93335 75955
15691 23857 61298 77160 77074 36226
15692 99640 63063 81434 00597 41002
15693 47433 26194 36375 17719 89637
15694 61727 32463 69178 32175 93991
15695 18057 77815 23990 47139 31176
15696 37503 81395 97739 19744 75339
15697 31342 33005 47961 92958 40251
15698 01244 66502 06766 15342 94890
15699 26713 96934 24295 72182 97799
15700 28791 88213 83372 99213 04904
15701 32442 79814 48168 98090 87240
15702 74168 01153 47000 37934 22825
15703 22532 90845 23708 66100 70872
15704 44130 97479 91529 70441 52490
15705 63285 73181 38363 87218 41363
15706 67063 67306 43397 00182 25985
15707 67046 06592 17748 45062 14886
15708 63856 53898 26425 45072 10649
15709 48777 28529 78407 39366 44691
15710 00300 18619 00259 43590 26311
15711 86520 50561 42924 63499 98881
15712 21798 16079 02784 92566 60249
15713 09176 83011 34662 45467 59003
15714 12822 79067 77869 69446 03865
15715 54420 59795 36953 46351 39976
15716 03347 28094 85643 82067 81207
15717 69365 66585 83664 42937 23142
15718 67507 05834 90458 27250 10384
15719 83414 67947 40179 89321 63771
15720 06313 79185 35750 86046 22859
15721 52582 91915 25003 11846 45194
15722 82036 12831 03774 90287 38060
15723 00815 25579 03471 52289 68411
15724 64072 32356 28888 59442 44525
15725 63904 28386 68948 17705 65424
15726 95337 60009 29812 05452 39382
15727 26050 23053 32274 44529 30790
15728 79281 07171 93766 65571 14737
15729 51389 00193 82958 81507 02018
15730 15208 91209 35146 71885 10995
15731 07795 54101 46226 63843 10120
15732 67642 89009 07123 63517 82799
15733 55210 07972 12963 09508 41564
15734 55810 98122 30675 55021 28748
15735 55070 28541 01141 85053 31176
15736 20438 32822 29732 16460 27037
15737 21015 97049 13875 81592 51108
15738 10453 56379 32005 38550 75843
15739 25767 08247 59639 82786 82784
15740 28168 13382 64336 91673 35042
15741 14512 01864 69075 80330 29371
15742 56732 70083 75335 35792 74792
15743 69210 94247 38437 89196 23373
15744 31854 91826 92074 02222 57387
15745 42174 93657 65681 19649 83440
15746 91901 48762 89746 59854 53877
15747 97485 38249 36585 38136 36482
15748 89868 14532 93924 15317 59267
15749 64553 12767 50075 74009 44699
15750 83448 47128 38773 02562 52031
15751 73542 03631 43080 25357 36563
15752 29290 14795 71592 60206 25377
15753 23366 17519 38497 24616 35869
15754 44315 56490 80212 77357 42457
15755 12906 78819 99883 42538 32406
15756 05732 54640 55380 14870 32873
15757 82632 75067 87549 42964 99022
15758 60689 36282 47805 26531 27456
15759 66804 33166 71527 46071 62696
15760 69755 00067 60883 41304 27671
15761 03470 41843 28662 87788 37274
15762 45244 04303 56989 46803 94985
15763 97155 39911 65523 20403 28250
15764 32840 57972 22260 95984 26593
15765 92358 21457 72079 67221 75610
15766 22452 47933 57457 33204 54011
15767 89565 38859 32720 03059 34707
15768 61221 81528 60145 96736 79218
15769 30737 32137 14484 44254 41079
15770 69535 15440 54878 84095 35033
15771 03215 57526 48267 61810 61923
15772 23624 71883 28608 35029 09901
15773 68207 18780 29786 89850 91709
15774 81793 30287 46005 85582 28275
15775 50754 62645 89895 38058 93348
15776 15590 71551 59608 92625 11784
15777 40318 19949 88666 99730 77341
15778 08825 78810 99910 42699 01908
15779 09754 50317 74162 35336 51292
15780 78784 57359 10875 62117 89742
15781 81484 71723 23279 40791 53488
15782 10123 94385 44738 30045 96889
15783 11205 32677 65268 43114 56403
15784 55526 78787 86072 02385 35081
15785 53328 13507 67032 83563 12804
15786 69786 57960 75866 32662 36959
15787 72891 98129 55477 71988 18536
15788 61433 49154 03422 27159 39176
15789 18015 26797 55519 85730 68637
15790 39999 38767 12946 90849 37334
15791 52458 11810 43449 38292 10734
15792 79362 87209 86942 40298 11963
15793 83641 71452 32142 58952 36730
15794 80817 52942 73268 91845 25922
15795 24872 67975 47309 50304 24339
15796 21525 76869 36071 94739 39373
15797 47581 15582 82063 99184 27793
15798 96046 38221 27573 69495 93399
15799 73576 33482 32278 13915 39410
15800 91330 61040 64453 37464 08916
15801 07051 16862 66247 87386 83394
15802 78251 23420 06567 44399 55475
15803 14250 40326 29158 75890 31752
15804 02085 87941 36175 01216 62445
15805 31927 17244 69277 59983 33468
15806 42926 63876 26874 87547 94713
15807 33080 30915 90162 35726 62607
15808 12258 61746 23716 90500 96946
15809 21808 19089 06434 42757 32721
15810 34191 02024 19378 93938 27826
15811 30780 55686 97206 02097 50973
15812 57539 97592 46979 02363 73326
15813 35021 92404 78611 01699 52839
15814 85100 46948 96373 79419 19347
15815 21714 56244 70125 09501 76935
15816 87206 43542 15907 06235 48286
15817 26296 75763 06787 46209 15547
15818 86523 91566 91411 68939 13622
15819 05200 23620 08317 46008 63065
15820 61767 58521 51396 47456 67809
15821 49841 00948 91163 22903 42029
15822 05727 30753 14414 18202 11616
15823 49910 61597 38754 27519 12150
15824 47256 21415 10320 54927 93190
15825 15226 94220 63999 11264 01311
15826 59216 45896 80022 05169 29995
15827 76120 89486 33452 87789 56615
15828 38405 80312 39198 28570 02450
15829 23963 04395 77943 50131 49139
15830 45062 39801 95502 60107 79279
15831 37218 46097 92258 30509 47037
15832 01281 70363 02968 56977 09043
15833 64453 97948 41032 05692 40005
15834 35905 76770 39132 95284 76111
15835 72424 37297 24776 58382 61891
15836 88230 26017 96655 76425 28527
15837 07352 59871 59459 50581 33054
15838 76207 06359 07664 62614 56097
15839 00026 93606 74676 65449 09823
15840 49727 36759 35873 00476 40573
15841 89310 06672 17613 92852 65663
15842 38374 77735 04392 84531 29185
15843 75305 39139 50515 93921 66325
15844 43843 23095 41773 59939 95889
15845 99644 66940 55489 84982 14160
15846 53980 65838 92842 24375 19808
15847 92484 44373 57970 77704 32519
15848 88245 91125 41367 18766 23858
15849 01477 89167 13334 95209 26343
15850 08704 49502 96513 33314 49645
15851 30653 79566 94760 07315 83773
15852 49782 77924 11578 46186 66710
15853 51022 94906 53365 54780 91858
15854 48333 21627 15338 32717 93011
15855 34308 40479 09809 76815 51912
15856 03573 53308 93979 17356 89823
15857 85465 79729 14088 17471 11481
15858 57671 53950 81259 46358 60715
15859 58641 50364 84027 17902 65447
15860 23058 08639 96965 58877 82774
15861 81080 49667 84950 54550 68924
15862 69909 33244 45306 44461 11069
15863 77027 19698 71285 60755 90284
15864 28680 39574 48689 72698 73685
15865 50825 61577 93841 32294 57926
15866 07643 30592 87047 33220 05850
15867 09371 63689 89595 74934 59575
15868 78435 67481 63584 24270 64807
15869 29150 65118 02257 30405 15811
15870 66194 78691 05175 63901 24667
15871 42836 73373 75820 01250 87197
15872 69012 53741 74513 09804 05219
15873 29445 14803 65974 90621 54560
15874 11037 80980 65622 41286 50240
15875 00546 88664 28423 79571 84313
15876 55382 77002 73073 98219 77905
15877 14659 72459 44896 74859 78189
15878 94468 28931 99967 12564 28307
15879 57132 26281 51627 03649 80920
15880 88293 33948 05854 10166 81845
15881 98177 02983 19567 26956 65874
15882 62990 96857 82021 89652 51537
15883 11760 18980 81478 11969 20514
15884 81905 43869 09601 87656 88244
15885 04190 80049 12419 53398 48070
15886 98725 69873 86409 36263 95670
15887 74287 58383 23200 19322 34446
15888 73261 94537 07830 46466 80401
15889 79658 50806 60260 59714 45255
15890 79722 94362 72842 19538 15601
15891 90998 33812 62392 28838 72562
15892 91534 86079 10929 34350 08328
15893 31005 93590 86424 73800 06362
15894 53912 15155 46391 95144 47689
15895 12424 34806 27678 10198 35451
15896 28509 62769 51419 48420 51475
15897 70765 63265 37799 50906 81231
15898 86918 61374 37438 87601 41939
15899 44363 87923 47207 16253 19074
15900 22407 89972 64604 28070 54621
15901 13420 16385 81780 04125 48679
15902 84874 30829 84535 94698 61129
15903 83592 01514 37308 06170 23591
15904 32132 31958 35225 09710 57856
15905 81810 90006 81349 09088 08596
15906 68639 32309 81902 07450 15438
15907 44117 03669 51293 31283 87389
15908 24729 64521 62698 69310 54608
15909 28491 38767 20690 46472 25521
15910 81950 82794 59622 27137 85638
15911 13290 97384 41388 85916 26178
15912 71550 94970 94997 20324 47660
15913 70687 41623 35987 86222 54248
15914 26753 92450 19722 78924 24428
15915 46638 38316 19498 75193 83498
15916 10681 02430 08379 09613 63753
15917 75490 24840 84547 40473 03651
15918 63018 26335 73463 02876 19723
15919 41042 56209 02886 18226 25615
15920 14101 65988 18955 82342 55541
15921 22164 97851 19752 29603 58850
15922 88091 08601 28628 95534 47682
15923 17561 35523 62125 57610 24684
15924 52167 88934 81454 00261 60900
15925 92330 34846 78627 96557 06353
15926 15094 27704 68614 39162 08066
15927 20252 85985 66931 83642 26669
15928 94679 49462 69487 94642 02051
15929 97455 63418 29469 16524 49941
15930 68134 95480 47111 88195 62493
15931 46397 56681 11480 58259 50860
15932 79357 81449 66011 66895 05140
15933 99360 17597 17912 30739 91804
15934 55192 23487 74875 89434 85400
15935 61474 77134 85985 24138 15306
15936 73326 91260 88285 58820 93484
15937 80730 83471 10100 29249 11137
15938 95849 71890 59674 01513 86445
15939 06226 22653 53907 50972 53726
15940 96698 24927 21142 77133 43649
15941 49239 71118 02524 49175 88607
15942 08411 86488 13811 04052 03539
15943 94981 31020 85252 82074 65706
15944 52140 43248 65878 19563 19841
15945 56639 56526 21167 87061 08545
15946 40852 68190 13691 93433 30173
15947 49448 80283 69345 67641 07565
15948 96052 84233 17617 58799 97299
15949 77064 19872 31725 85995 84235
15950 68413 23139 61644 45614 21987
15951 25324 72164 59913 55850 14016
15952 73226 37761 27097 73156 78814
15953 63381 29289 03974 58941 65226
15954 01805 78683 72416 94185 16436
15955 97598 39569 30639 70660 52124
15956 06549 03708 15860 67557 39797
15957 08538 00289 62965 68154 81073
15958 28119 99824 00649 26647 53404
15959 28567 39208 92381 62174 51207
15960 28407 26350 79370 88638 77643
15961 90780 44847 62842 30212 01572
15962 90987 71751 35138 07829 37496
15963 94284 60280 05935 46732 82799
15964 80918 11230 08529 74721 18624
15965 71303 96396 15012 51274 03236
15966 50191 40146 07902 02643 10893
15967 53280 13147 69076 26687 03286
15968 75407 23878 72680 47382 76293
15969 80520 88330 09460 17566 31631
15970 12888 55837 63164 55779 38104
15971 86829 36517 15056 71658 79172
15972 05021 05971 47691 38641 05834
15973 72221 83889 40849 70448 27882
15974 65032 48474 38393 44710 43988
15975 90161 70206 29984 39594 76496
15976 40073 48926 85282 67626 82351
15977 51634 46917 91919 15428 64605
15978 26953 83509 26925 66435 78721
15979 90907 53889 14020 60578 10806
15980 56919 15301 42497 80587 44870
15981 06544 15534 62642 13718 40494
15982 95395 95579 06650 79748 61103
15983 62205 80673 25190 59418 48276
15984 43506 52794 85902 20934 48884
15985 79022 02673 11875 73163 75058
15986 64729 49112 15062 51166 53179
15987 09078 41169 40718 54077 86665
15988 76809 71748 47866 42779 54345
15989 21966 70566 97475 36814 22874
15990 07537 15724 59697 62498 21320
15991 98573 07553 84795 22690 92534
15992 24604 01258 60577 79524 27763
15993 64203 64690 42314 95733 71242
15994 46947 17208 40249 63953 01169
15995 72424 12995 73786 56272 07401
15996 60189 25900 81087 62395 25609
15997 06734 72664 70259 41554 85214
15998 88904 51386 29182 61723 66469
15999 75508 53350 60488 51101 22463
16000 06781 14808 47542 06839 75476
16001 67322 19857 37624 81921 91761
16002 41198 40483 32447 21249 26328
16003 28878 64541 58169 87090 96511
16004 71980 20066 37303 53200 21627
16005 64513 29654 51641 43279 29090
16006 00953 42321 66565 28497 11538
16007 36334 36000 12138 84853 78904
16008 28436 66879 44222 44240 84850
16009 68984 05313 04390 35921 97277
16010 43152 55998 14204 09673 71026
16011 55812 59647 91273 22996 39293
16012 60506 62693 88970 76030 80454
16013 67287 03093 27298 40502 59476
16014 68240 60107 55780 16850 77474
16015 14084 91249 07759 46042 90367
16016 04746 63497 04910 39186 58014
16017 16540 22836 03506 06574 88384
16018 50943 26337 82432 51768 60274
16019 59283 38777 45084 99630 23199
16020 08815 26884 59965 32661 97078
16021 67277 04471 80997 44239 34979
16022 32648 19788 80035 46889 25523
16023 18477 89662 87472 58497 19458
16024 53921 21161 27476 90089 79672
16025 88205 87848 64814 17076 79526
16026 51776 96074 27392 95280 67061
16027 25604 57817 63197 71088 71540
16028 25939 02029 57490 51032 54900
16029 25202 15930 91905 74505 34945
16030 57279 31560 90650 57064 02282
16031 60750 53784 24990 37982 30889
16032 06989 90138 06514 46242 95915
16033 11363 42766 06571 16277 42366
16034 46418 83810 91841 17336 25037
16035 61265 68671 83566 72528 29101
16036 43825 75370 78824 89506 08254
16037 66770 62956 75059 09966 00764
16038 22046 65994 42185 49679 83531
16039 19800 67360 76004 81104 65857
16040 09826 61319 67300 54009 89220
16041 16449 43240 77491 32307 82323
16042 55400 28972 97233 44545 96018
16043 92727 50121 40298 83641 53562
16044 52729 39403 90103 62751 58150
16045 52805 07111 58733 92472 67078
16046 66442 79343 79417 26120 25025
16047 06287 60906 95854 07653 28004
16048 15520 86097 78759 75183 77256
16049 93398 63936 35761 39572 87571
16050 81057 34951 90471 08730 22118
16051 36191 00542 44751 48489 30669
16052 95312 68537 19315 55201 11562
16053 60206 16737 02688 99248 14526
16054 60716 55318 13667 05734 00097
16055 83912 46967 14010 16197 23736
16056 44302 52064 47952 00242 45488
16057 31912 41922 90573 95243 80879
16058 77512 23347 62916 04174 86719
16059 18732 54519 80896 34030 68989
16060 34750 60113 22014 31098 91873
16061 72802 08532 23580 21889 33959
16062 70561 59905 18038 69503 10465
16063 46483 44693 13003 28288 66529
16064 21164 03008 73386 95186 85562
16065 80400 04877 54590 03580 59397
16066 72094 73391 48001 88325 06484
16067 35329 23159 49619 82024 37951
16068 79281 61177 56779 44233 77565
16069 53068 61664 66619 83875 37695
16070 11678 98012 82316 92676 24511
16071 31699 52111 37135 93666 73336
16072 63607 86238 09717 98676 49503
16073 75043 74432 42884 32123 80747
16074 01230 63375 85621 87999 83622
16075 05305 08233 42222 92001 45605
16076 21907 24265 18878 26605 90750
16077 60036 21808 16371 10021 69031
16078 69323 03858 75757 88982 68413
16079 78146 14861 41852 26878 30547
16080 71810 86888 08972 20350 74251
16081 57925 68872 17437 40993 08446
16082 88716 58861 62383 82465 44767
16083 05455 74046 93161 45796 97239
16084 55093 40201 97452 39101 03957
16085 98752 68626 38469 85120 57314
16086 49060 10851 52043 87940 90478
16087 48552 96774 95095 78017 49665
16088 89492 85056 84598 10414 17238
16089 25905 44818 17899 54825 12710
16090 37682 59359 89597 63109 48550
16091 59214 57090 27004 83112 01826
16092 03681 01567 95929 43387 12846
16093 21986 50526 64935 00108 94140
16094 99518 82588 41791 27528 97502
16095 26780 51111 95577 69490 60764
16096 59975 13087 64780 90033 21540
16097 41189 84447 18923 35164 14380
16098 51707 59937 10423 79444 06227
16099 11852 51762 93824 11382 83681
16100 35754 17813 84496 45993 05241
16101 51155 11749 72124 85497 74022
16102 48081 48711 73203 73870 91372
16103 52930 24664 45288 12804 23269
16104 60511 63965 62397 64433 25896
16105 79195 44912 81448 20778 91859
16106 88328 05587 85125 63445 89234
16107 38534 89552 01506 12767 78533
16108 32340 32244 06742 96406 69793
16109 83090 61331 35295 86461 69080
16110 73871 40025 60143 85438 00816
16111 37577 15798 30849 35679 25680
16112 85415 34390 02862 58113 54407
16113 69483 04493 79256 54948 14681
16114 57631 88796 72415 42274 19539
16115 15633 90750 94249 35363 51175
16116 63632 51751 07242 10496 88543
16117 60420 86012 36716 37839 18215
16118 88181 83475 97422 36788 32571
16119 64308 63220 30044 66864 46953
16120 03146 13971 50531 79236 59398
16121 89216 26167 90373 75928 22884
16122 51555 25735 83065 02983 86252
16123 40313 46390 08855 44465 71108
16124 64834 44078 01604 15817 70920
16125 51785 44858 59176 39458 01884
16126 33306 19199 57219 55547 11938
16127 24578 53326 96803 80640 20145
16128 71041 39652 33052 90240 86806
16129 52704 00262 59536 64214 60040
16130 48554 24007 21038 31748 03249
16131 23892 46398 44443 89875 70347
16132 51451 41070 50711 51466 30622
16133 42038 11581 00476 24093 55636
16134 22119 09242 16483 97752 67547
16135 46888 22290 07760 54347 43695
16136 88567 71664 88288 39348 82095
16137 35828 34660 72838 98171 33519
16138 60577 76634 33138 07829 63229
16139 32109 54636 31984 30436 89098
16140 10191 10906 46183 52793 50115
16141 89335 61691 61721 84366 76590
16142 58692 65291 62859 11602 77989
16143 07803 75607 02414 31727 20677
16144 95491 85201 93050 25775 42459
16145 92081 51377 05003 38525 31110
16146 04415 78624 94288 18344 87768
16147 07233 21114 65385 11950 95341
16148 06667 19666 42032 98342 88827
16149 35218 78042 15292 76539 41116
16150 00294 39443 12785 60069 54940
16151 82574 45901 63461 09254 80337
16152 32738 75000 39044 58021 94393
16153 57166 66216 73181 25410 77291
16154 47054 06918 59157 01793 12250
16155 62352 28478 35018 66813 37684
16156 71806 27295 53727 86605 47075
16157 76464 44186 88528 50898 87284
16158 36144 06380 79160 38387 96876
16159 62560 11147 28169 97081 60668
16160 25210 11550 77049 14688 74739
16161 26621 21866 16611 93794 47514
16162 69103 62437 66637 37051 62645
16163 77205 36537 87499 59976 05538
16164 14848 49824 09576 19256 20789
16165 89176 07537 21855 64987 37516
16166 23096 41231 88899 22866 47660
16167 77288 90272 97146 84004 99447
16168 29408 84950 18361 43118 85819
16169 76152 17818 48794 45669 01784
16170 88519 28017 73847 12940 00763
16171 34733 93680 38519 81243 44194
16172 11255 26733 40325 17154 64946
16173 97476 21400 71800 81360 32030
16174 76327 18731 13609 88297 16806
16175 15359 26653 66152 27564 47347
16176 04363 99865 12578 03913 25789
16177 03362 24351 27280 86543 08010
16178 59096 89300 20942 26760 72893
16179 62563 72101 85872 97890 35465
16180 66377 43057 75767 02369 24382
16181 91823 16665 32223 67534 56261
16182 11023 94943 88860 00554 06880
16183 25958 94596 31604 66090 74399
16184 72368 51133 16427 30097 37331
16185 36949 03734 86961 91757 61978
16186 19857 50917 34984 24913 21537
16187 99505 40174 81507 15049 73254
16188 47085 57700 42656 29536 49279
16189 89238 37511 98722 64129 90005
16190 17924 22177 30646 53855 46514
16191 51744 73191 01583 14529 61464
16192 55819 44336 68835 14676 48028
16193 47968 29216 92861 09372 25432
16194 30211 78455 46492 52807 56133
16195 50713 88743 43969 83490 65614
16196 32389 65509 04789 03198 67368
16197 80462 21657 76865 59716 98413
16198 48826 59862 99067 62529 36078
16199 90710 83029 61004 57074 71426
16200 43809 94203 30197 86890 44352
16201 15948 48092 02223 70014 47086
16202 09741 83075 10458 15615 47125
16203 95893 28918 80325 46016 97199
16204 90056 81091 40754 66408 14724
16205 86167 83266 63483 86051 36120
16206 66326 30335 61622 96367 78374
16207 98205 64642 28196 95564 02688
16208 70456 17462 30661 98442 94244
16209 42397 26043 28919 02209 23337
16210 00276 46459 15528 21745 77354
16211 68740 65456 21274 02422 31018
16212 27405 68545 36067 37031 73279
16213 66966 00146 75792 10330 90427
16214 54697 71339 68635 46787 45240
16215 00067 80416 48314 67766 17034
16216 96372 53415 38012 04684 82441
16217 72051 79001 38899 49173 90002
16218 38984 58952 69486 43687 62514
16219 71027 24619 24736 70954 14696
16220 96477 41057 51918 26175 69047
16221 66019 13144 50056 73602 03987
16222 50841 98797 49220 93799 91092
16223 78992 83755 50977 24222 54413
16224 94189 29668 69023 87581 23166
16225 19749 93652 70567 65975 04244
16226 37726 87764 01936 62053 78133
16227 42924 12856 09476 10243 85729
16228 88259 09805 28792 16192 83520
16229 61449 34448 86818 16464 48768
16230 01807 09036 16151 95461 94663
16231 25076 42843 11035 56995 48526
16232 04334 17249 58877 88158 25758
16233 86918 93102 49754 73308 57326
16234 10067 82892 13071 83933 00241
16235 35171 59870 73010 73761 04664
16236 99064 80623 14785 80195 54156
16237 90518 41252 44990 05465 97287
16238 67210 58133 97550 20474 11906
16239 72655 84483 65317 78836 56246
16240 60388 54778 69627 01043 01633
16241 44341 85575 15383 31657 26133
16242 62738 14535 74696 84738 65207
16243 44651 40891 53339 02681 60987
16244 94399 65700 44823 92229 30515
16245 53293 74672 64837 32147 70273
16246 59546 76834 29841 00772 37192
16247 62761 40848 16820 02356 15905
16248 73176 01065 36155 38149 02894
16249 69628 49976 63799 35485 62318
16250 09222 10033 71547 36671 23508
16251 94575 43628 57150 21400 38872
16252 48696 55131 94293 06257 67517
16253 25298 71924 36655 16178 46416
16254 06801 85402 91859 28753 40981
16255 59038 30466 94467 92065 99324
16256 65938 76198 23617 29962 89627
16257 22574 88366 84624 76943 46597
16258 83729 63147 11469 92219 60476
16259 21094 49989 47177 35669 59433
16260 93118 48106 87587 84334 11208
16261 13205 32960 15010 58538 69350
16262 28430 44416 11387 73267 77468
16263 13629 82650 66077 36678 84879
16264 03696 58637 18890 41856 17063
16265 89960 44830 78821 98409 55290
16266 03578 39553 74612 57697 51320
16267 44485 57142 62864 82846 42805
16268 31124 41228 75350 94894 94400
16269 02577 28248 72270 21546 09649
16270 21241 66515 18596 29982 19306
16271 29788 09248 54476 46399 06180
16272 34147 46906 86010 48517 45903
16273 78755 72870 67416 83351 48199
16274 18450 26875 31026 21883 55403
16275 47470 51108 24391 58437 80721
16276 72851 76116 44420 91160 13180
16277 45277 76393 96409 02450 14189
16278 75965 22797 56209 17388 25269
16279 05996 89808 06956 68607 15377
16280 13915 51122 71741 96448 34208
16281 91105 73786 23745 44591 06600
16282 38530 33890 32185 70286 99017
16283 91430 20205 79260 97717 50415
16284 39410 80527 40018 64656 55613
16285 49948 35946 37745 34840 57826
16286 48383 93265 67774 54894 58910
16287 26925 33612 61158 47433 58397
16288 84916 09861 15373 81503 48534
16289 19090 47189 98252 34577 03049
16290 63259 84327 30744 03094 32772
16291 72364 67256 82078 93010 01070
16292 07250 98595 36875 13983 30982
16293 72646 46074 27558 97816 35605
16294 96611 40060 38130 65050 32741
16295 69435 50376 96396 09347 96789
16296 14478 71674 98796 16563 40606
16297 56812 92425 49654 21790 85385
16298 63739 03980 86258 64416 11509
16299 33331 28347 54391 14333 13581
16300 91402 55857 01789 17483 74231
16301 21847 28525 93911 59168 21418
16302 71107 50195 97150 20898 97945
16303 65082 78001 67338 26135 86462
16304 23222 31934 16787 68181 59685
16305 79296 63958 19144 97688 91258
16306 13755 36347 85000 10515 99997
16307 33084 38446 50839 79865 27711
16308 89357 89247 40922 85293 62279
16309 54268 92363 81740 01806 26035
16310 94408 17379 79348 61778 42936
16311 84877 42836 93910 79122 29022
16312 08023 40520 16484 45354 02330
16313 05767 67003 98855 08389 91047
16314 35371 85979 44957 38588 62238
16315 52278 19711 33520 60203 93042
16316 98593 21791 16791 87341 66564
16317 82930 17911 49130 56235 83485
16318 71879 14935 30127 73942 14603
16319 83517 62469 94164 28815 80375
16320 66175 25646 66743 03098 09319
16321 03338 54757 40336 53441 98213
16322 19059 70866 46764 41679 81678
16323 24915 23663 07788 96849 06416
16324 96794 25017 75757 80810 12040
16325 77137 36130 61855 51407 97737
16326 26336 60086 92768 52444 00123
16327 68958 28857 57679 88270 02993
16328 57508 86265 99844 26791 48268
16329 32042 14393 76382 69749 64531
16330 18913 73527 16285 90065 74741
16331 79836 83561 98895 52009 83133
16332 14386 36200 84073 25787 64187
16333 98281 87264 53289 22838 43835
16334 35665 40178 94431 37628 10515
16335 78907 51792 76387 88797 85055
16336 59602 27825 77520 70852 30718
16337 48402 67664 90035 82166 80206
16338 39355 52481 67971 36663 82788
16339 83133 35015 76760 84139 55527
16340 08722 19774 11339 65308 11138
16341 76928 56070 32029 34217 33078
16342 22389 04165 92285 46125 03111
16343 98618 26938 27539 96237 12439
16344 85021 41655 24815 92381 33409
16345 85636 38668 84404 07502 52957
16346 86525 53059 54350 60031 80150
16347 31654 55830 98959 12043 09251
16348 44432 16828 53182 77911 46910
16349 49398 00747 14970 08103 20807
16350 09512 31799 37834 80754 14798
16351 76081 07459 20520 23653 03974
16352 99436 56798 34719 66527 42048
16353 18796 93080 93581 56212 89503
16354 42354 61295 13216 02451 52138
16355 28613 17853 66307 18150 18525
16356 60449 54098 62632 75258 47805
